,author_id,statuses_count,location,verified,followers_count,friends_count,listed_count,favourites_count,tweet_id,text,created_at,lang,retweet_count,hashtags,favorite_count
522,1597224114196217857,326,,False,2,1,0,1,1631298843135320067,"͟͟͞͞♡ Disney + hotstar 🍶

 ✧ 30 days 𓏳 41฿  ‧₊˚
 ✧ 30 day 𓏳 72฿ / Acc ‧₊˚

🪥 https://t.co/fD2cCzr0WX

 #ดิสนีย์พลัส #หารdisneyplus  #DisneyPlusHotstarTH  #หารดิสนีย์พลัสราคาถูก  #ดิสนีย์พลัส
#DisneyPlus https://t.co/ppbuTFVs2X",2023-03-02 14:22:06,en,0,"[{'text': 'ดิสนีย์พลัส', 'indices': [103, 115]}, {'text': 'หารdisneyplus', 'indices': [116, 130]}, {'text': 'DisneyPlusHotstarTH', 'indices': [132, 152]}, {'text': 'หารดิสนีย์พลัสราคาถูก', 'indices': [154, 176]}, {'text': 'ดิสนีย์พลัส', 'indices': [178, 190]}, {'text': 'DisneyPlus', 'indices': [191, 202]}]",0
523,1597224114196217857,326,,False,2,1,0,1,1631298812676300808,"͟͟͞͞♡ Disney + hotstar 🍶

 ✧ 30 days 𓏳 41฿  ‧₊˚
 ✧ 30 day 𓏳 72฿ / Acc ‧₊˚

🪥 https://t.co/fD2cCzr0WX

 #ดิสนีย์พลัส #หารdisneyplus  #DisneyPlusHotstarTH  #หารดิสนีย์พลัสราคาถูก  #ดิสนีย์พลัส
#DisneyPlus https://t.co/OyvTj4Aild",2023-03-02 14:21:59,en,0,"[{'text': 'ดิสนีย์พลัส', 'indices': [103, 115]}, {'text': 'หารdisneyplus', 'indices': [116, 130]}, {'text': 'DisneyPlusHotstarTH', 'indices': [132, 152]}, {'text': 'หารดิสนีย์พลัสราคาถูก', 'indices': [154, 176]}, {'text': 'ดิสนีย์พลัส', 'indices': [178, 190]}, {'text': 'DisneyPlus', 'indices': [191, 202]}]",0
524,1597224114196217857,326,,False,2,1,0,1,1631298779625209857,"͟͟͞͞♡ Disney + hotstar 🍶

 ✧ 30 days 𓏳 41฿  ‧₊˚
 ✧ 30 day 𓏳 72฿ / Acc ‧₊˚

🪥 https://t.co/fD2cCzr0WX

 #ดิสนีย์พลัส #หารdisneyplus  #DisneyPlusHotstarTH  #หารดิสนีย์พลัสราคาถูก  #ดิสนีย์พลัส
#DisneyPlus https://t.co/J3qY56cNhf",2023-03-02 14:21:51,en,0,"[{'text': 'ดิสนีย์พลัส', 'indices': [103, 115]}, {'text': 'หารdisneyplus', 'indices': [116, 130]}, {'text': 'DisneyPlusHotstarTH', 'indices': [132, 152]}, {'text': 'หารดิสนีย์พลัสราคาถูก', 'indices': [154, 176]}, {'text': 'ดิสนีย์พลัส', 'indices': [178, 190]}, {'text': 'DisneyPlus', 'indices': [191, 202]}]",0
525,1597224114196217857,326,,False,2,1,0,1,1631298713351012352,"͟͟͞͞♡ Disney + hotstar 🍶

 ✧ 30 days 𓏳 41฿  ‧₊˚
 ✧ 30 day 𓏳 72฿ / Acc ‧₊˚

🪥 https://t.co/fD2cCzr0WX

 #ดิสนีย์พลัส #หารdisneyplus  #DisneyPlusHotstarTH  #หารดิสนีย์พลัสราคาถูก  #ดิสนีย์พลัส
#DisneyPlus https://t.co/jvP2PpboTm",2023-03-02 14:21:35,en,0,"[{'text': 'ดิสนีย์พลัส', 'indices': [103, 115]}, {'text': 'หารdisneyplus', 'indices': [116, 130]}, {'text': 'DisneyPlusHotstarTH', 'indices': [132, 152]}, {'text': 'หารดิสนีย์พลัสราคาถูก', 'indices': [154, 176]}, {'text': 'ดิสนีย์พลัส', 'indices': [178, 190]}, {'text': 'DisneyPlus', 'indices': [191, 202]}]",0
526,1597224114196217857,326,,False,2,1,0,1,1631298683026251780,"͟͟͞͞♡ Disney + hotstar 🍶

 ✧ 30 days 𓏳 41฿  ‧₊˚
 ✧ 30 day 𓏳 72฿ / Acc ‧₊˚

🪥 https://t.co/fD2cCzr0WX

 #ดิสนีย์พลัส #หารdisneyplus  #DisneyPlusHotstarTH  #หารดิสนีย์พลัสราคาถูก  #ดิสนีย์พลัส
#DisneyPlus https://t.co/h86nRlPVZW",2023-03-02 14:21:28,en,0,"[{'text': 'ดิสนีย์พลัส', 'indices': [103, 115]}, {'text': 'หารdisneyplus', 'indices': [116, 130]}, {'text': 'DisneyPlusHotstarTH', 'indices': [132, 152]}, {'text': 'หารดิสนีย์พลัสราคาถูก', 'indices': [154, 176]}, {'text': 'ดิสนีย์พลัส', 'indices': [178, 190]}, {'text': 'DisneyPlus', 'indices': [191, 202]}]",0
527,1597224114196217857,326,,False,2,1,0,1,1631298639048966144,"͟͟͞͞♡ Disney + hotstar 🍶

 ✧ 30 days 𓏳 41฿  ‧₊˚
 ✧ 30 day 𓏳 72฿ / Acc ‧₊˚

🪥 https://t.co/fD2cCzr0WX

 #ดิสนีย์พลัส #หารdisneyplus  #DisneyPlusHotstarTH  #หารดิสนีย์พลัสราคาถูก  #ดิสนีย์พลัส
#DisneyPlus https://t.co/hhKvkqBqdD",2023-03-02 14:21:18,en,0,"[{'text': 'ดิสนีย์พลัส', 'indices': [103, 115]}, {'text': 'หารdisneyplus', 'indices': [116, 130]}, {'text': 'DisneyPlusHotstarTH', 'indices': [132, 152]}, {'text': 'หารดิสนีย์พลัสราคาถูก', 'indices': [154, 176]}, {'text': 'ดิสนีย์พลัส', 'indices': [178, 190]}, {'text': 'DisneyPlus', 'indices': [191, 202]}]",0
528,1597224114196217857,326,,False,2,1,0,1,1631298588767834112,"͟͟͞͞♡ Disney + hotstar 🍶

 ✧ 30 days 𓏳 41฿  ‧₊˚
 ✧ 30 day 𓏳 72฿ / Acc ‧₊˚

🪥 https://t.co/fD2cCzryMv

 #ดิสนีย์พลัส #หารdisneyplus  #DisneyPlusHotstarTH  #หารดิสนีย์พลัสราคาถูก  #ดิสนีย์พลัส
#DisneyPlus https://t.co/ApKSYEQFk8",2023-03-02 14:21:06,en,0,"[{'text': 'ดิสนีย์พลัส', 'indices': [103, 115]}, {'text': 'หารdisneyplus', 'indices': [116, 130]}, {'text': 'DisneyPlusHotstarTH', 'indices': [132, 152]}, {'text': 'หารดิสนีย์พลัสราคาถูก', 'indices': [154, 176]}, {'text': 'ดิสนีย์พลัส', 'indices': [178, 190]}, {'text': 'DisneyPlus', 'indices': [191, 202]}]",0
529,1597224114196217857,326,,False,2,1,0,1,1631298553141231627,"͟͟͞͞♡ Disney + hotstar 🍶

 ✧ 30 days 𓏳 41฿  ‧₊˚
 ✧ 30 day 𓏳 72฿ / Acc ‧₊˚

🪥 https://t.co/fD2cCzr0WX

 #ดิสนีย์พลัส #หารdisneyplus  #DisneyPlusHotstarTH  #หารดิสนีย์พลัสราคาถูก  #ดิสนีย์พลัส
#DisneyPlus https://t.co/DxRdkY43Fc",2023-03-02 14:20:57,en,0,"[{'text': 'ดิสนีย์พลัส', 'indices': [103, 115]}, {'text': 'หารdisneyplus', 'indices': [116, 130]}, {'text': 'DisneyPlusHotstarTH', 'indices': [132, 152]}, {'text': 'หารดิสนีย์พลัสราคาถูก', 'indices': [154, 176]}, {'text': 'ดิสนีย์พลัส', 'indices': [178, 190]}, {'text': 'DisneyPlus', 'indices': [191, 202]}]",0
530,1597224114196217857,326,,False,2,1,0,1,1631298497549942793,"͟͟͞͞♡ Disney + hotstar 🍶

 ✧ 30 days 𓏳 41฿  ‧₊˚
 ✧ 30 day 𓏳 72฿ / Acc ‧₊˚

🪥 https://t.co/fD2cCzr0WX

 #ดิสนีย์พลัส #หารdisneyplus  #DisneyPlusHotstarTH  #หารดิสนีย์พลัสราคาถูก  #ดิสนีย์พลัส
#DisneyPlus https://t.co/HpGwod18Yk",2023-03-02 14:20:44,en,0,"[{'text': 'ดิสนีย์พลัส', 'indices': [103, 115]}, {'text': 'หารdisneyplus', 'indices': [116, 130]}, {'text': 'DisneyPlusHotstarTH', 'indices': [132, 152]}, {'text': 'หารดิสนีย์พลัสราคาถูก', 'indices': [154, 176]}, {'text': 'ดิสนีย์พลัส', 'indices': [178, 190]}, {'text': 'DisneyPlus', 'indices': [191, 202]}]",0
531,2343290786,56986,The Mandalorian era,False,1139,330,8,51538,1631298267014131719,"Yeah 🥲
#CobbVanth #TheMandalorian #TheMandalorianS3 #StaWars #DisneyPlus https://t.co/BPefpDlqss",2023-03-02 14:19:49,en,1,"[{'text': 'CobbVanth', 'indices': [7, 17]}, {'text': 'TheMandalorian', 'indices': [18, 33]}, {'text': 'TheMandalorianS3', 'indices': [34, 51]}, {'text': 'StaWars', 'indices': [52, 60]}, {'text': 'DisneyPlus', 'indices': [61, 72]}]",1
532,22278468,6256,,False,1186,1050,18,5,1631297395865600011,"SEASON 3 NOW STREAMING
The #Mandalorian and #Grogu, reunited at last. Witness the clan of two embark on a journey of adventure and redemption. #DisneyPlus #netflix https://t.co/EQwwgbqOWt",2023-03-02 14:16:21,en,0,"[{'text': 'Mandalorian', 'indices': [27, 39]}, {'text': 'Grogu', 'indices': [44, 50]}, {'text': 'DisneyPlus', 'indices': [143, 154]}, {'text': 'netflix', 'indices': [155, 163]}]",0
533,1534870262679748609,4538,"Los Angeles, CA",False,24794,462,1,516,1631295797907148802,Riley Keough looks breathtaking as she attends Daisy Jones &amp; the Six premiere - Daily Mail https://t.co/97W2AroF4x https://t.co/8E6kmPQ0yd #Movies #Music #Celebrities #News #Culture #Fun #Netflix #Prime #HULU #Trailers #Streaming #Spotify #Podcasts #Disneyplus,2023-03-02 14:10:00,en,0,"[{'text': 'Movies', 'indices': [143, 150]}, {'text': 'Music', 'indices': [151, 157]}, {'text': 'Celebrities', 'indices': [158, 170]}, {'text': 'News', 'indices': [171, 176]}, {'text': 'Culture', 'indices': [177, 185]}, {'text': 'Fun', 'indices': [186, 190]}, {'text': 'Netflix', 'indices': [191, 199]}, {'text': 'Prime', 'indices': [200, 206]}, {'text': 'HULU', 'indices': [207, 212]}, {'text': 'Trailers', 'indices': [213, 222]}, {'text': 'Streaming', 'indices': [223, 233]}, {'text': 'Spotify', 'indices': [234, 242]}, {'text': 'Podcasts', 'indices': [243, 252]}, {'text': 'Disneyplus', 'indices': [253, 264]}]",0
534,1222118407,662,"Kiambu, Kenya",False,111,3,0,2221,1631294406111182848,"She has a quiet confidence that screams loud. She is humble, but strong. She is stable, but rebellious. She is giving, but not naive. She chooses her battles wisely. #InternationalWomensDay2023 #DisneyPlus #moho @animation https://t.co/du22jUWYnk",2023-03-02 14:04:29,en,0,"[{'text': 'InternationalWomensDay2023', 'indices': [166, 193]}, {'text': 'DisneyPlus', 'indices': [194, 205]}, {'text': 'moho', 'indices': [206, 211]}]",1
535,2343290786,56986,The Mandalorian era,False,1139,330,8,51538,1631293758867136512,"Din I-don't-trust-any-droids Djarin 😏😂
#DinDjarin #TheMandalorian #TheMandalorianS3 #StarWars #DisneyPlus https://t.co/zzv5jvrlFb",2023-03-02 14:01:54,en,0,"[{'text': 'DinDjarin', 'indices': [39, 49]}, {'text': 'TheMandalorian', 'indices': [50, 65]}, {'text': 'TheMandalorianS3', 'indices': [66, 83]}, {'text': 'StarWars', 'indices': [84, 93]}, {'text': 'DisneyPlus', 'indices': [94, 105]}]",0
536,1532296501640192000,1213,,False,33,170,0,1933,1631293303894290437,"#StarWars #Mandalorian #TheMandalorian #StarWarsMandalorian #StarWarsTheMandalorian #Grogu #BabyYoda
Watching newest episodes of #StarWarsTheBadBatch on #DisneyPlus too
#BadBatch #TheBadBatch #StarWarsBadBatch #CloneWars #TheCloneWars #StarWarsCloneWars #StarWarsTheCloneWars https://t.co/7BXoD1xgi7",2023-03-02 14:00:06,en,0,"[{'text': 'StarWars', 'indices': [0, 9]}, {'text': 'Mandalorian', 'indices': [10, 22]}, {'text': 'TheMandalorian', 'indices': [23, 38]}, {'text': 'StarWarsMandalorian', 'indices': [39, 59]}, {'text': 'StarWarsTheMandalorian', 'indices': [60, 83]}, {'text': 'Grogu', 'indices': [84, 90]}, {'text': 'BabyYoda', 'indices': [91, 100]}, {'text': 'StarWarsTheBadBatch', 'indices': [129, 149]}, {'text': 'DisneyPlus', 'indices': [153, 164]}, {'text': 'BadBatch', 'indices': [169, 178]}, {'text': 'TheBadBatch', 'indices': [179, 191]}, {'text': 'StarWarsBadBatch', 'indices': [192, 209]}, {'text': 'CloneWars', 'indices': [210, 220]}, {'text': 'TheCloneWars', 'indices': [221, 234]}, {'text': 'StarWarsCloneWars', 'indices': [235, 253]}, {'text': 'StarWarsTheCloneWars', 'indices': [254, 275]}]",0
537,2986122406,20183,,False,4155,242,56,105,1631292915937865731,"#NeuBeiDisneyPlus #Serie
 ** Something Bit Me! **
 #Dokumentarfilm, 2022, IMDb 8.5/10 #DisneyPlus
 https://t.co/QwmDGU6UUm https://t.co/15Qao6h1aN",2023-03-02 13:58:33,en,0,"[{'text': 'NeuBeiDisneyPlus', 'indices': [0, 17]}, {'text': 'Serie', 'indices': [18, 24]}, {'text': 'Dokumentarfilm', 'indices': [51, 66]}, {'text': 'DisneyPlus', 'indices': [86, 97]}]",0
538,1614205796946149380,248,,False,1,19,0,174,1631292216655204355,The Mandalorian Season 3 Review hindi | The Mandalorian | The Mandaloria... https://t.co/DNMCsSUmIB via @YouTube #TheMandalorianXboxSweepstakes #TheMandalorianS3 #TheMandolorian #TheMandalorain #Themandalorian #DisneyPlus #PedroPascal #BabyYoda #Hindi #DisneyPlusHotstar,2023-03-02 13:55:47,en,0,"[{'text': 'TheMandalorianXboxSweepstakes', 'indices': [113, 143]}, {'text': 'TheMandalorianS3', 'indices': [144, 161]}, {'text': 'TheMandolorian', 'indices': [162, 177]}, {'text': 'TheMandalorain', 'indices': [178, 193]}, {'text': 'Themandalorian', 'indices': [194, 209]}, {'text': 'DisneyPlus', 'indices': [210, 221]}, {'text': 'PedroPascal', 'indices': [222, 234]}, {'text': 'BabyYoda', 'indices': [235, 244]}, {'text': 'Hindi', 'indices': [245, 251]}, {'text': 'DisneyPlusHotstar', 'indices': [252, 270]}]",0
539,558460007,127,London,False,39,113,2,247,1631291627527389185,"Grogu is so cute , I’d let him eat all my snacks and order for more . Who needs self-control when you have a tiny Jedi
#Grogu #Grogu #DisneyPlus #TheMandalorain @themandalorian #jedi #tinyjedi #Jedi #socute",2023-03-02 13:53:26,en,0,"[{'text': 'Grogu', 'indices': [119, 125]}, {'text': 'Grogu', 'indices': [126, 132]}, {'text': 'DisneyPlus', 'indices': [133, 144]}, {'text': 'TheMandalorain', 'indices': [145, 160]}, {'text': 'jedi', 'indices': [177, 182]}, {'text': 'tinyjedi', 'indices': [183, 192]}, {'text': 'Jedi', 'indices': [193, 198]}, {'text': 'socute', 'indices': [199, 206]}]",0
540,119417653,3936,The Internet 👍,False,201,542,3,13421,1631289489795477507,"THE MANDALORIAN Season 3 Episode 1 RECAP SPOILERS! 
https://t.co/s0Oa5dam2M
#StarWars #TheMandalorianS3 #youtube #DisneyPlus",2023-03-02 13:44:56,en,0,"[{'text': 'StarWars', 'indices': [76, 85]}, {'text': 'TheMandalorianS3', 'indices': [86, 103]}, {'text': 'youtube', 'indices': [104, 112]}, {'text': 'DisneyPlus', 'indices': [113, 124]}]",1
541,40573917,154972,"The Be Our Guest Podcast Studios - St. Louis, Missouri",False,11786,2975,463,3743,1631289000228171776,"Be Our Guest WDW Podcast - Listener Questions - March 1, 2023 - BOGP 2246 - https://t.co/rf0VKcHdVW #Disney #WDW #WaltDisneyWorld #BOGP #Disneyland #DisneyCruise #runDisney #DisneyVacationClub #MagicKingdom #Epcot #Florida #podcast #PrincessHalf #DisneyPlus #aviation #flying",2023-03-02 13:43:00,en,1,"[{'text': 'Disney', 'indices': [100, 107]}, {'text': 'WDW', 'indices': [108, 112]}, {'text': 'WaltDisneyWorld', 'indices': [113, 129]}, {'text': 'BOGP', 'indices': [130, 135]}, {'text': 'Disneyland', 'indices': [136, 147]}, {'text': 'DisneyCruise', 'indices': [148, 161]}, {'text': 'runDisney', 'indices': [162, 172]}, {'text': 'DisneyVacationClub', 'indices': [173, 192]}, {'text': 'MagicKingdom', 'indices': [193, 206]}, {'text': 'Epcot', 'indices': [207, 213]}, {'text': 'Florida', 'indices': [214, 222]}, {'text': 'podcast', 'indices': [223, 231]}, {'text': 'PrincessHalf', 'indices': [232, 245]}, {'text': 'DisneyPlus', 'indices': [246, 257]}, {'text': 'aviation', 'indices': [258, 267]}, {'text': 'flying', 'indices': [268, 275]}]",2
542,1094460596437815297,51790,,False,3403,2233,2,6752,1631288293324193792,Disney + is unveiling an official anime catalog but what’s included? https://t.co/azyke8OjDi #disneyplus,2023-03-02 13:40:11,en,0,"[{'text': 'disneyplus', 'indices': [93, 104]}]",0
543,2343290786,56986,The Mandalorian era,False,1139,330,8,51538,1631287779710627842,"Din should definitely get him a pet 😆😂😂
#TheMandalorianS3 #Themandalorian #Grogu #StarWars #DisneyPlus https://t.co/sHLl4mXXtg",2023-03-02 13:38:09,en,3,"[{'text': 'TheMandalorianS3', 'indices': [40, 57]}, {'text': 'Themandalorian', 'indices': [58, 73]}, {'text': 'Grogu', 'indices': [74, 80]}, {'text': 'StarWars', 'indices': [81, 90]}, {'text': 'DisneyPlus', 'indices': [91, 102]}]",14
544,36008477,304971,"Los Angeles USA To London, UK",True,84674,2145,2458,116,1631287733988597760,"#Lucasfilm &amp; #DisneyPlus' #TheMandalorian Season 3 premiere, ""The Apostate,"" had a back-to-basics, Old West feel, with #PedroPascal's #DinDjarin beginning a new path. #Review / #CarlWeathers #StarWars https://t.co/sUQoPzvyDd",2023-03-02 13:37:58,en,2,"[{'text': 'Lucasfilm', 'indices': [0, 10]}, {'text': 'DisneyPlus', 'indices': [17, 28]}, {'text': 'TheMandalorian', 'indices': [30, 45]}, {'text': 'PedroPascal', 'indices': [123, 135]}, {'text': 'DinDjarin', 'indices': [138, 148]}, {'text': 'Review', 'indices': [171, 178]}, {'text': 'CarlWeathers', 'indices': [181, 194]}, {'text': 'StarWars', 'indices': [195, 204]}]",5
